lo,hi,n,mean,std,sharpe,win_rate
0.76,0.88,254,-0.07820941186273554,0.5257644263440527,-0.148753715435963,0.7598425196850394
0.74,0.84,256,-0.08531096615740222,0.5685521379941622,-0.15004950374186823,0.7265625
0.6,0.64,175,-0.12074733011985485,0.7976684816067838,-0.15137533060931205,0.5542857142857143
0.68,0.72,124,-0.10361197543769103,0.6843296553366232,-0.15140652553881226,0.6370967741935484
0.74,0.8,179,-0.08975419130692606,0.5894131671138013,-0.15227720776315254,0.7094972067039106
0.6,0.66,243,-0.12304911863199745,0.7872608295743806,-0.1563003187882749,0.5596707818930041
0.58,0.7,466,-0.1228885019796411,0.7854871172525426,-0.15644878099271375,0.5622317596566524
0.76,0.86,220,-0.09066202001084063,0.5448545342524345,-0.16639674318803843,0.740909090909091
0.78,0.82,102,-0.09174139893025597,0.5511347322922363,-0.16645911345251704,0.7352941176470589
0.78,0.84,136,-0.09121900963764565,0.5412778730364428,-0.1685252883623863,0.7426470588235294
0.64,0.66,68,-0.12897283906765852,0.7597891218771846,-0.16974820427674694,0.5735294117647058
0.62,0.72,341,-0.128238532243099,0.7378092838623966,-0.17380986529713527,0.5894428152492669
0.82,0.84,34,-0.08965184175981468,0.5105635996152108,-0.1755938767028854,0.7647058823529411
0.6,0.72,426,-0.1358761598473453,0.753844286142588,-0.18024433207900525,0.5751173708920188
0.62,0.68,217,-0.14231085041761782,0.7663407992368118,-0.18570177988610712,0.5622119815668203
0.76,0.84,191,-0.10481034823159432,0.5617024567359692,-0.1865940712466225,0.7225130890052356
0.76,0.82,157,-0.10809308211720266,0.5721224440260633,-0.1889334761219024,0.7133757961783439
0.6,0.68,302,-0.14912370576389208,0.7802097601153017,-0.19113283809965942,0.5496688741721855
0.78,0.8,59,-0.11240980031126449,0.5711138202655401,-0.1968255649267941,0.711864406779661
0.62,0.7,282,-0.15283843288447918,0.7550923669328268,-0.20241024751091904,0.5638297872340425
0.6,0.7,367,-0.15600638330652722,0.7692295585978349,-0.20280861748331458,0.553133514986376
0.64,0.72,251,-0.14642414870117332,0.7215291636062791,-0.20293587021393555,0.5896414342629482
0.6,0.62,85,-0.1665165247067335,0.8142876799869806,-0.20449348405884746,0.5176470588235295
0.76,0.8,114,-0.12495762649016942,0.589327051253959,-0.21203443185627902,0.6929824561403509
0.66,0.72,183,-0.1529087883464138,0.7066749534028216,-0.21637782351011406,0.5956284153005464
0.76,0.78,55,-0.13841802184572197,0.6079710424112678,-0.22767206361793757,0.6727272727272727
0.64,0.68,127,-0.18822501078520326,0.7537435403402066,-0.24972023070373084,0.5433070866141733
0.64,0.7,192,-0.18814354115896284,0.7408999892899594,-0.25393918731092163,0.5520833333333334
0.68,0.7,65,-0.18798436204307786,0.7151403278996173,-0.26286360132310255,0.5692307692307692
0.66,0.7,124,-0.220591990692904,0.7282959025319694,-0.3028878645698832,0.5403225806451613
0.66,0.68,59,-0.25651564937491583,0.7408598845750889,-0.3462404358983983,0.5084745762711864
